"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
134990,119766,"Nelson Edge End High School","Parent",""
134990,119762,"Nelson Walton High School","Parent",""
134990,119718,"Brierfield Mansfield High School","Parent",""
134994,119727,"Burnley Towneley High School","Parent",""
134994,119776,"Burnley Habergham High School","Parent",""
134994,119712,"Burnley Ivy Bank High Business and Enterprise College","Parent",""
134994,119756,"Padiham Gawthorpe High School","Parent",""
134994,119728,"Burnley Walshaw High School","Parent",""
134994,119729,"Burnley Barden High School","Parent",""
134994,142614,"Shuttleworth College","Child","19-01-2016"
134995,119712,"Burnley Ivy Bank High Business and Enterprise College","Parent",""
134995,119727,"Burnley Towneley High School","Parent",""
134995,119756,"Padiham Gawthorpe High School","Parent",""
134995,119776,"Burnley Habergham High School","Parent",""
134995,119729,"Burnley Barden High School","Parent",""
134995,119728,"Burnley Walshaw High School","Parent",""
134996,119727,"Burnley Towneley High School","Parent",""
134996,119776,"Burnley Habergham High School","Parent",""
134996,119756,"Padiham Gawthorpe High School","Parent",""
134996,119712,"Burnley Ivy Bank High Business and Enterprise College","Parent",""
134996,119729,"Burnley Barden High School","Parent",""
134996,119728,"Burnley Walshaw High School","Parent",""
134997,119783,"St Hilda's Roman Catholic Girls' High School, Burnley","Parent",""
134997,119786,"St Theodore's Catholic Sports College and Sixth Form","Parent",""
134999,123375,"Ketley Infant School","Parent",""
134999,123416,"Ketley Town Junior School","Parent",""
135000,119776,"Burnley Habergham High School","Parent",""
135000,119786,"St Theodore's Catholic Sports College and Sixth Form","Parent",""
135003,119756,"Padiham Gawthorpe High School","Parent",""
135003,119776,"Burnley Habergham High School","Parent",""
135003,119776,"Burnley Habergham High School","Parent",""
135003,119712,"Burnley Ivy Bank High Business and Enterprise College","Parent",""
135003,119727,"Burnley Towneley High School","Parent",""
135004,102428,"John Penrose School","Parent",""
135007,106785,"Thorne Grammar School","Parent",""
135008,106035,"Brookhead Junior School","Parent",""
135008,106042,"Demmings Infant School","Parent",""
135009,124985,"The Woodville School","Parent",""
135009,125146,"All Saints CofE Infant and Nursery School","Parent",""
135009,125154,"St Mary's CofE Infant School","Parent",""
135010,132996,"Hospital and Individual Tuition Service","Parent",""
135012,119890,"Nelson Townhouse School","Parent",""
135013,119860,"Burnley Calder View Special School","Parent",""
135014,119872,"Burnley Primrose Hill School","Parent",""
135015,119881,"Colne Gibfield School","Parent",""
135016,104171,"Dorothy Purcell Junior School","Parent",""
135016,104180,"Moxley Nursery and Infant School","Parent",""
135017,105793,"Darnhill Community School","Parent",""
135017,105784,"Bullough Moor Primary School","Parent",""
135017,105795,"Moss Field Community School","Parent",""
135019,110988,"Woodfall Junior School","Parent",""
135019,111127,"Woodfall Infant School","Parent",""
135029,103994,"Sacred Heart Catholic Primary School","Parent",""
135030,107625,"Outlane Infant School","Parent",""
135030,107624,"Outlane Junior School","Parent",""
135031,123420,"Woodside Junior School","Parent",""
135031,123421,"Woodside Infant School","Parent",""
135032,131283,"Locarno Primary School","Parent",""
135032,103971,"Princes End Primary School","Parent",""
135032,143322,"Summerhill Primary School","Child","31-08-2016"
135034,116812,"Far Forest Lea Memorial CofE First School","Parent",""
135035,116976,"Wribbenhall Middle School","Parent",""
135035,116927,"Bewdley High School and Sixth Form Centre","Parent",""
135036,116783,"Bewdley, St Anne's CofE First School","Parent",""
135036,116990,"Bewdley, St Anne's Middle School","Parent",""
135037,116852,"Upper Arley CofE VC First School","Parent",""
135040,116739,"Stourport-On-Severn, Burlish Park First School","Parent",""
135041,116988,"Windmill CofE Middle School","Parent",""
135041,116648,"Areley King's Windmill First School","Parent",""
135041,143833,"St Bartholomew's CofE VC Primary School","Child","30-11-2016"
135042,116818,"Hartlebury CofE First School","Parent",""
135042,144261,"Hartlebury CofE Primary School","Child","31-03-2017"
135043,116857,"Wilden All Saints' CofE First School","Parent",""
135045,116691,"Kidderminster, Birchen Coppice First School","Parent",""
135045,116963,"Kidderminster, Birchen Coppice Middle School","Parent",""
135046,116873,"Chaddesley Corbett Endowed First School","Parent",""
135047,116692,"Kidderminster, Comberton First School","Parent",""
135048,116798,"Cookley Sebright First School","Parent",""
135049,116693,"Kidderminster, Foley Park First School and Nursery Unit","Parent",""
135050,116694,"Kidderminster, Franche First School","Parent",""
135050,116965,"Kidderminster, Franche Middle School","Parent",""
135051,116696,"Kidderminster, the Marlpool First School","Parent",""
135052,116697,"Kidderminster, the Offmore First School","Parent",""
135055,116825,"Kidderminster, St George's CofE First School","Parent",""
135056,116826,"Kidderminster, St John's CofE First School","Parent",""
135057,116889,"Kidderminster St Mary's CofE First School","Parent",""
135058,116827,"Kidderminster, St Oswald's CofE First School","Parent",""
135059,116920,"Wolverley Sebright First School","Parent",""
135061,116954,"Wolverley High School","Parent",""
135061,116966,"Kidderminster, Sion Hill Middle School","Parent",""
135063,121824,"Hackleton Primary School","Parent",""
135064,122213,"Norham First School","Parent",""
135067,116712,"Malvern, the Grove Infants' School","Parent",""
135067,116711,"Malvern, the Grove Junior School","Parent",""
135070,100744,"Malory School","Parent",""
135070,100698,"Merlin Primary School","Parent","01-01-2011"
135071,105984,"Canon Williamson CofE High School","Parent",""
135073,100759,"Haberdashers' Aske's Hatcham College","Parent",""
135073,100697,"Monson Primary School","Parent","16-01-2009"
135075,116698,"The Sutton Park First School","Parent",""
135076,116653,"Bewdley, Wribbenhall First School","Parent",""
135077,117876,"Thorngumbald Junior School","Parent",""
135077,117908,"Thorngumbald Infant School","Parent",""
135078,117846,"Hallgate Junior School","Parent",""
135078,117847,"Hallgate Infant School","Parent",""
135079,109823,"Winchcombe Junior School","Parent",""
135079,109824,"Winchcombe Nursery and Infant School","Parent",""
135080,109990,"St Mary's Church of England Junior School Thatcham","Parent",""
135080,109857,"Dunston Park Infant School","Parent",""
135081,104181,"Albion Road Junior School","Parent",""
135081,104185,"Elm Street Infant School","Parent",""
135083,117208,"Longmeadow Infant and Nursery School","Parent",""
135083,117207,"Longmeadow Junior School","Parent",""
135084,117247,"Shephall Green Infant and Nursery School","Parent",""
135084,117246,"Burydale Junior School","Parent",""
135085,104914,"St Raymond's Catholic Primary School","Parent",""
135085,104912,"St Benet's Catholic Primary School","Parent",""
135086,101389,"Akiva School At Levy House","Parent",""
135088,114173,"Harrowgate Hill Infants' School","Parent",""
135088,114185,"Harrowgate Hill Junior School","Parent",""
135098,107618,"Stile Common Infant and Nursery School","Parent",""
135098,107633,"Stile Common Junior School","Parent",""
135099,109904,"Lea Infant School","Parent",""
135099,109906,"Lea Junior School","Parent",""
135106,118462,"Palace Wood Junior School","Parent",""
135106,118517,"Palace Wood Infant School","Parent",""
135107,110315,"Lovat School","Parent",""
135107,110334,"Riverside First School","Parent",""
135108,122393,"Merrivale Nursery School","Parent",""
135108,122395,"Croft Nursery School","Parent",""
135108,122396,"Arboretum Nursery School","Parent",""
135115,117850,"Willerby Carr Lane Junior School","Parent",""
135115,117887,"Willerby Carr Lane Infant School","Parent",""
135116,112726,"Normanton Junior School","Parent",""
135116,112791,"Sunnyhill Infant School","Parent",""
135116,112780,"Normanton Village Infant School","Parent",""
135118,118522,"Hextable Infant School","Parent",""
135118,118256,"Hextable Junior School","Parent",""
135119,121255,"The Ethel Tipple School, King's Lynn","Parent",""
135119,121259,"Alderman Jackson School","Parent",""
135120,113029,"Landau Forte College","Parent",""
135122,106265,"Two Trees Sports College","Parent",""
135122,106263,"Egerton Park Arts College","Parent",""
135125,118368,"Ashford South Community Primary School","Parent",""
135125,118543,"Oak Tree Primary School","Parent",""
135126,111525,"Roseberry Junior School","Parent",""
135126,111526,"Roseberry Infant School","Parent",""
135130,118503,"Joy Lane Infant School","Parent",""
135130,118514,"Joy Lane Junior School","Parent",""
135131,110675,"Brampton Junior School","Parent",""
135131,110697,"Brampton Infant School","Parent",""
135132,110618,"John Falkner Community Infant School","Parent",""
135132,110667,"John Paxton Junior School","Parent",""
135133,118389,"South Deal Primary School","Parent",""
135133,118388,"Mongeham Primary School","Parent",""
135136,111101,"Woodlands Junior School","Parent",""
135136,111102,"Woodlands Infant School","Parent",""
135139,104061,"Kingshurst Junior School","Parent",""
135139,104062,"Kingshurst Infant School","Parent",""
135142,126384,"Wilton CofE Primary School","Parent",""
135142,126386,"Barford St Martin Church of England Voluntary Controlled Primary School","Parent",""
135149,123581,"Madeley Academy","Parent",""
135151,101722,"Gilbert Scott Junior Community School","Parent",""
135151,101723,"Gilbert Scott Infant Community School","Parent",""
135161,110965,"Beamont Community Infant School","Parent",""
135161,110964,"Beamont Community Junior School","Parent",""
135162,107906,"Miles Hill Primary School","Parent",""
135162,107907,"Potternewton Primary School","Parent",""
135164,118723,"St Paul's Church of England Voluntary Aided Junior School","Parent",""
135164,118609,"St Paul's Church of England Infant School","Parent",""
135170,104013,"Shireland Language College","Parent",""
135172,112560,"Mary Howitt Infant Community School","Parent",""
135172,112559,"William Howitt Junior Community School","Parent",""
135176,118086,"The Immingham School","Parent",""
135177,126201,"Lyneham Junior School","Parent",""
135177,126247,"Lyneham Infants' School","Parent",""
135189,109093,"Milton Junior School","Parent",""
135189,109094,"Milton Infant School","Parent",""
135190,109098,"Bournville Community Infant School","Parent",""
135190,109097,"Bournville Junior School","Parent",""
135193,103087,"St Mary's Catholic Junior School","Parent",""
135193,103091,"St Helen's Catholic Infant School","Parent",""
135195,118828,"The Channel School","Parent",""
135195,118506,"Park Farm Primary School","Parent","01-09-2009"
135196,110724,"Walton Junior School","Parent",""
135196,110725,"Walton Infant School","Parent",""
135197,118397,"The Powell School","Parent",""
135197,118433,"Melbourne Community Primary School","Parent",""
135199,132156,"Kingshill School","Parent",""
135199,132157,"Highlea Secondary School","Parent",""
135203,108942,"Knowle Park Junior School","Parent",""
135203,108943,"Knowle Park Infant School","Parent",""
135204,123965,"Langdale Nursery School","Parent",""
135204,124118,"Langdale Junior School","Parent",""
135204,124114,"Langdale Infant School","Parent","19-03-2009"
135206,126190,"Covingham Park Junior School","Parent",""
135206,126189,"Covingham Park Infant School","Parent",""
135207,114157,"Brandon Junior School","Parent",""
135207,114158,"Brandon Infants' School","Parent",""
135209,118071,"Wintringham School","Parent",""
135210,108045,"Archbishop Cranmer Church of England Primary School","Parent",""
135210,107918,"Fir Tree Primary School","Parent",""
135211,102205,"Cedars First School","Parent",""
135211,102191,"Cedars Middle School","Parent",""
135212,118408,"Garlinge Junior School","Parent",""
135212,118409,"Garlinge Infant School","Parent",""
135213,109881,"Greenham Court Community Primary School","Parent",""
135214,118857,"Newington Junior Foundation School","Parent",""
135214,118415,"Newington Infant School","Parent",""
135215,103975,"Charlemont Junior and Infant School","Parent",""
135215,103904,"Hollyhedge Primary School","Parent",""
